sent_email_id,mailing_id
2899464845,297147
2899464823,297147
2899464821,297147
2899464820,297147
2899464810,297147
2899464531,297147
2899464432,297147
2899464421,297147
2899464420,297147
2899464384,297147
2899464371,297147
2899464360,297147
2899464357,297147
2899464351,297147
2899464346,297147
2899464344,297147
2899464337,297147
2899464196,297147
2899464172,297147
2899464152,297147
2899464146,297147
2899462119,297147
2899462271,297147
2899462251,297147
2899462241,297147
2899462233,297147
2899462146,297147
2899462145,297147
2899462143,297147
2899462142,297147
2899462141,297147
2899462140,297147
2899462139,297147
2899462137,297147
2899462133,297147
2899462130,297147
2899462129,297147
2899462126,297147
2899462125,297147
2899462120,297147
2899462116,297147
2899462074,297147
2899462007,297147
2899461979,297147
2899461948,297147
2899461681,297147
2899461678,297147
2899461675,297147
2899461674,297147
2899461673,297147
2899461672,297147
2899461669,297147
2899461369,297147
2899461366,297147
2899461345,297147
2899461316,297147
2899461301,297147
2899461287,297147
2899461278,297147
2899461275,297147
2899461266,297147
2899461263,297147
2899461219,297147
2899461175,297147
2899461063,297147
2899461026,297147
2899460913,297147
2899460910,297147
2899460902,297147
2899460849,297147
2899460276,297147
2899460251,297147
2899460248,297147
2899460247,297147
2899460241,297147
2899459701,297147
2899459699,297147
2899459690,297147
2899459676,297147
2899459675,297147
2899459658,297147
2899459593,297147
2899459366,297147
2899459288,297147
2899459287,297147
2899459286,297147
2899459284,297147
2899459277,297147
2899459161,297147
2899458876,297147
2899458868,297147
2899458855,297147
2899458782,297147
2899457558,297147
2899457285,297147
2899457282,297147
2899457272,297147
2899456953,297147
2899456952,297147
2899456948,297147
2899456944,297147
2899456940,297147
2899456932,297147
2899456778,297147
2899456769,297147
2899456694,297147
2899456392,297147
2899456359,297147
2899456348,297147
2899456254,297147
2899456118,297147
2899456091,297147
2899456076,297147
2899456075,297147
2899456073,297147
2899456071,297147
2899456070,297147
2899456069,297147
2899456068,297147
2899456042,297147
2899455967,297147
2899455964,297147
2899455962,297147
2899455960,297147
2899455959,297147
2899455958,297147
2899455957,297147
2899455955,297147
2899455954,297147
2899455951,297147
2899455950,297147
2899455949,297147
2899455934,297147
2899455777,297147
2899455786,297147
2899455785,297147
2899455784,297147
2899455783,297147
2899455781,297147
2899455780,297147
2899455776,297147
2899455774,297147
2899455772,297147
2899455771,297147
2899455767,297147
2899455764,297147
2899455641,297147
2899455621,297147
2899455620,297147
2899455616,297147
2899455607,297147
2899455571,297147
2899455569,297147
2899455558,297147
2899455543,297147
2899455526,297147
2899455520,297147
2899455506,297147
2899455495,297147
2899455476,297147
2899455470,297147
2899455466,297147
2899455462,297147
2899455457,297147
2899455454,297147
2899455445,297147
2899455436,297147
2899455426,297147
2899455419,297147
2899455415,297147
2899455414,297147
2899455413,297147
2899455412,297147
2899455153,297147
2899454461,297147
2899454459,297147
2899454457,297147
2899454346,297147
2899454307,297147
2899454305,297147
2899454300,297147
2899454299,297147
2899454293,297147
2899454289,297147
2899454275,297147
2899454268,297147
2899454257,297147
2899454253,297147
2899454247,297147
2899454245,297147
2899454237,297147
2899453935,297147
2899453466,297147
2899453463,297147
2899453460,297147
2899453459,297147
2899453458,297147
2899453457,297147
2899453455,297147
2899453449,297147
2899453446,297147
2899453445,297147
2899453442,297147
2899453440,297147
2899453439,297147
2899453437,297147
2899453434,297147
2899453424,297147
2899453418,297147
2899453408,297147
2899453389,297147
2899453387,297147
2899453378,297147
2899453370,297147
2899453362,297147
2899453356,297147
2899356810,297147
2899455773,297147
2896895988,297147
2899381626,297147
2896894385,297147
2897879502,297147
2898577813,297147
2897716897,297147
2898830682,297147
2898854226,297147
2897740339,297147
2898743708,297147
2896875238,297147
2896866541,297147
2898634920,297147
2898851320,297147
2899386714,297147
2899372250,297147
2898861576,297147
2898831912,297147
2899448301,297147
2899474260,297147
2899474256,297147
2899474254,297147
2899474240,297147
2899474185,297147
2899474178,297147
2899474175,297147
2899474173,297147
2899474168,297147
2899474161,297147
2899474159,297147
2899474155,297147
2899474151,297147
2899474137,297147
2899474080,297147
2899474069,297147
2899474054,297147
2899473714,297147
2899473712,297147
2899473700,297147
2899473684,297147
2899473681,297147
2899473667,297147
2899473268,297147
2899473233,297147
2899473135,297147
2899472627,297147
2899472625,297147
2899472624,297147
2899472553,297147
2899472540,297147
2899472524,297147
2899472519,297147
2899472251,297147
2899472093,297147
2899472085,297147
2899472069,297147
2899472067,297147
2899472064,297147
2899472062,297147
2899472059,297147
2899472048,297147
2899472047,297147
2899472041,297147
2899472023,297147
2899471976,297147
2899471975,297147
2899471781,297147
2899471779,297147
2899471417,297147
2899471415,297147
2899471405,297147
2899471310,297147
2899471309,297147
2899471209,297147
2899470902,297147
2899470894,297147
2899470889,297147
2899470888,297147
2899470883,297147
2899470862,297147
2899470788,297147
2899470773,297147
2899470723,297147
2899470705,297147
2899470488,297147
2899470025,297147
2899469579,297147
2899469572,297147
2899469217,297147
2899469216,297147
2899469159,297147
2899469100,297147
2899469018,297147
2899469007,297147
2899468757,297147
2899468689,297147
2899468635,297147
2899468614,297147
2899468564,297147
2899468349,297147
2899468328,297147
2899468317,297147
2899468311,297147
2899468303,297147
2899467830,297147
2899467829,297147
2899467828,297147
2899467827,297147
2899467826,297147
2899467825,297147
2899467824,297147
2899467823,297147
2899467821,297147
2899467820,297147
2899467816,297147
2899467815,297147
2899467814,297147
2899467810,297147
2899467808,297147
2899467806,297147
2899453351,297147
2899453102,297147
2899453014,297147
2899453013,297147
2899453011,297147
2899452996,297147
2899452758,297147
2899452754,297147
2899452753,297147
2899452751,297147
2899452750,297147
2899452748,297147
2899452747,297147
2899452746,297147
2899452745,297147
2899452744,297147
2899452743,297147
2899452741,297147
2899452688,297147
2899452678,297147
2899452491,297147
2899452482,297147
2899452477,297147
2899452466,297147
2899452463,297147
2899452431,297147
2899452430,297147
2899452425,297147
2899452416,297147
2899452124,297147
2899452117,297147
2899452104,297147
2899452094,297147
2899452092,297147
2899452091,297147
2899450976,297147
2899450754,297147
2899450692,297147
2899450690,297147
2899450673,297147
2899450663,297147
2899450626,297147
2899450616,297147
2899450607,297147
2899450606,297147
2899450600,297147
2899450524,297147
2899450523,297147
2899450522,297147
2899450521,297147
2899450518,297147
2899450422,297147
2899450417,297147
2899450392,297147
2899450383,297147
2899450375,297147
2899450372,297147
2899450364,297147
2899449997,297147
2899449986,297147
2899449981,297147
2899449970,297147
2899449917,297147
2899449916,297147
2899449913,297147
2899449907,297147
2899449902,297147
2899449893,297147
2899449881,297147
2899449867,297147
2899449796,297147
2899449532,297147
2899449362,297147
2899449361,297147
2899449077,297147
2899449075,297147
2899449073,297147
2899448391,297147
2899448305,297147
2899448276,297147
2899448274,297147
2899448013,297147
2899448012,297147
2899448005,297147
2899448003,297147
2899447994,297147
2899447800,297147
2899444363,297147
2899444316,297147
2899444315,297147
2899444314,297147
2899444255,297147
2899444250,297147
2899444235,297147
2899444227,297147
2899444167,297147
2899444166,297147
2899444165,297147
2899444162,297147
2899444161,297147
2899444156,297147
2899444153,297147
2899444148,297147
2899444144,297147
2899444135,297147
2899444131,297147
2899444020,297147
2899444017,297147
2899444016,297147
2899444014,297147
2899444013,297147
2899444010,297147
2899444009,297147
2899444005,297147
2899443981,297147
2899443974,297147
2899443972,297147
2899443962,297147
2899443960,297147
2899443958,297147
2899443957,297147
2899443956,297147
2899443950,297147
2899443944,297147
2899443548,297147
2899443438,297147
2899443426,297147
2899443421,297147
2899443416,297147
2899443412,297147
2899443402,297147
2899442947,297147
2899442941,297147
2899442934,297147
2899442931,297147
2899442930,297147
2899431222,297147
2899442581,297147
2899442580,297147
2899442210,297147
2899442198,297147
2899442195,297147
2899442101,297147
2899442086,297147
2899442081,297147
2899442068,297147
2899441927,297147
2899441919,297147
2899441692,297147
2899441691,297147
2899441690,297147
2899441688,297147
2899441686,297147
2899441683,297147
2899441678,297147
2899441600,297147
2899441105,297147
2899441104,297147
2899441092,297147
2899440985,297147
2899440981,297147
2899440960,297147
2899440833,297147
2899440793,297147
2899440791,297147
2899440716,297147
2899440548,297147
2899440544,297147
2899440543,297147
2899440519,297147
2899440513,297147
2899440319,297147
2899440309,297147
2899440276,297147
2899440275,297147
2899440273,297147
2899440269,297147
2899440268,297147
2899440267,297147
2899440263,297147
2899440260,297147
2899440257,297147
2899440242,297147
2899440236,297147
2899439950,297147
2899439935,297147
2899439933,297147
2899439482,297147
2899439475,297147
2899439467,297147
2899439461,297147
2899439401,297147
2899439385,297147
2899439367,297147
2899439366,297147
2899439353,297147
2899439345,297147
2899439344,297147
2899439341,297147
2899439340,297147
2899439339,297147
2899439335,297147
2899439333,297147
2899439332,297147
2899439331,297147
2899439329,297147
2899439328,297147
2899439327,297147
2899439321,297147
2899439281,297147
2899439276,297147
2899458776,297147
2899458763,297147
2899458760,297147
2899458756,297147
2899458752,297147
2899458748,297147
2899458745,297147
2899458741,297147
2899458716,297147
2899458507,297147
2899458504,297147
2899458011,297147
2899457926,297147
2899457923,297147
2899457909,297147
2899457893,297147
2899457889,297147
2899457715,297147
2899457568,297147
2899457566,297147
2899457561,297147
2899439271,297147
2899439247,297147
2899439223,297147
2899439193,297147
2899439183,297147
2899439039,297147
2899438948,297147
2899438947,297147
2899438946,297147
2899438945,297147
2899438944,297147
2899438941,297147
2899438940,297147
2899438938,297147
2899438937,297147
2899438935,297147
2899438859,297147
2899438855,297147
2899438850,297147
2899438846,297147
2899438840,297147
2899438828,297147
2899438795,297147
2899438666,297147
2899438522,297147
2899438518,297147
2899438507,297147
2899438499,297147
2899438493,297147
2899438492,297147
2899438491,297147
2899438487,297147
2899438482,297147
2899438481,297147
2899438458,297147
2899438004,297147
2899437897,297147
2899437895,297147
2899437893,297147
2899437885,297147
2899437884,297147
2899437883,297147
2899437881,297147
2899437874,297147
2899437854,297147
2899437493,297147
2899437418,297147
2899437410,297147
2899437406,297147
2899437404,297147
2899437398,297147
2899437397,297147
2899437323,297147
2899437322,297147
2899437310,297147
2899437290,297147
2899437279,297147
2899437263,297147
2899437242,297147
2899437232,297147
2899437211,297147
2899437188,297147
2899437175,297147
2899437170,297147
2899437166,297147
2899437165,297147
2899437164,297147
2899436984,297147
2899436982,297147
2899436960,297147
2899436225,297147
2899436216,297147
2899436057,297147
2899436043,297147
2899435997,297147
2899435996,297147
2899435738,297147
2899435733,297147
2899435604,297147
2899435558,297147
2899435497,297147
2899435443,297147
2899435346,297147
2899435341,297147
2899435334,297147
2899435276,297147
2899435196,297147
2899435190,297147
2899435186,297147
2899435175,297147
2899435169,297147
2899435149,297147
2899435139,297147
2899434977,297147
2899434974,297147
2899434952,297147
2899434946,297147
2899434934,297147
2899434922,297147
2899434918,297147
2899434314,297147
2899434298,297147
2899434111,297147
2899434074,297147
2899434062,297147
2899434061,297147
2899434057,297147
2899433990,297147
2899433989,297147
2899433988,297147
2899433987,297147
2899433984,297147
2899433980,297147
2899433977,297147
2899433976,297147
2899433975,297147
2899433974,297147
2899433973,297147
2899433972,297147
2899433971,297147
2899433968,297147
2899433929,297147
2899433920,297147
2899433918,297147
2899433913,297147
2899433909,297147
2899433780,297147
2899433779,297147
2899433777,297147
2899433480,297147
2899433477,297147
2899433473,297147
2899433471,297147
2899433470,297147
2899433468,297147
2899433467,297147
2899433251,297147
2899433238,297147
2899433216,297147
2899433206,297147
2899433204,297147
2899433195,297147
2899433192,297147
2899433189,297147
2899433188,297147
2899433183,297147
2899433176,297147
2899433170,297147
2899433139,297147
2899433168,297147
2899433152,297147
2899433151,297147
2899433149,297147
2899433148,297147
2899433146,297147
2899433129,297147
2899433123,297147
2899433122,297147
2899433121,297147
2899433109,297147
2899433107,297147
2899433080,297147
2899432790,297147
2899432785,297147
2899432780,297147
2899432779,297147
2899432689,297147
2899432684,297147
2899432667,297147
2899432656,297147
2899432655,297147
2899432640,297147
2899432371,297147
2899432368,297147
2899432364,297147
2899432363,297147
2899432362,297147
2899432357,297147
2899432354,297147
2899432349,297147
2899432342,297147
2899432266,297147
2899432265,297147
2899431975,297147
2899431974,297147
2899431972,297147
2899431971,297147
2899431970,297147
2899431969,297147
2899431967,297147
2899431966,297147
2899431965,297147
2899431964,297147
2899431952,297147
2899431929,297147
2899431857,297147
2899431712,297147
2899431711,297147
2899431710,297147
2899431709,297147
2899431708,297147
2899431707,297147
2899431706,297147
2899431705,297147
2899431701,297147
2899431699,297147
2899431698,297147
2899431694,297147
2899431693,297147
2899431692,297147
2899431690,297147
2899431689,297147
2899431685,297147
2899431677,297147
2899431673,297147
2899447795,297147
2899447534,297147
2899447521,297147
2899447511,297147
2899447331,297147
2899447342,297147
2899447321,297147
2899447305,297147
2899447304,297147
2899447302,297147
2899447041,297147
2899446481,297147
2899446348,297147
2899446346,297147
2899446063,297147
2899446057,297147
2899446034,297147
2899446028,297147
2899446025,297147
2899445970,297147
2899445967,297147
2899445964,297147
2899445963,297147
2899445563,297147
2899445559,297147
2899445414,297147
2899445394,297147
2899445393,297147
2899445239,297147
2899445237,297147
2899445235,297147
2899445232,297147
2899445230,297147
2899445222,297147
2899445218,297147
2899445219,297147
2899445211,297147
2899445209,297147
2899445207,297147
2899445194,297147
2899445146,297147
2899445143,297147
2899445141,297147
2899445130,297147
2899445129,297147
2899445126,297147
2899445116,297147
2899445115,297147
2899445112,297147
2899445097,297147
2899445073,297147
2899445067,297147
2899444786,297147
2899431617,297147
2899431602,297147
2899431598,297147
2899431597,297147
2899431595,297147
2899431594,297147
2899431593,297147
2899431590,297147
2899431586,297147
2899431585,297147
2899431583,297147
2899431429,297147
2899431428,297147
2899431427,297147
2899431425,297147
2899431424,297147
2899431423,297147
2899431422,297147
2899431421,297147
2899431419,297147
2899431417,297147
2899431415,297147
2899431414,297147
2899431412,297147
2899431411,297147
2899431410,297147
2899431409,297147
2899431408,297147
2899431407,297147
2899431406,297147
2899431394,297147
2899431384,297147
2899431328,297147
2899431339,297147
2899431323,297147
2899431318,297147
2899431310,297147
2899431301,297147
2899431300,297147
2899431292,297147
2899431285,297147
2899429430,297147
2899429428,297147
2899429403,297147
2899429399,297147
2899429361,297147
2899429179,297147
2899429169,297147
2899429165,297147
2899429146,297147
2899429140,297147
2899429138,297147
2899429125,297147
2899428716,297147
2899428705,297147
2899428212,297147
2899428204,297147
2899428202,297147
2899427891,297147
2899427890,297147
2899427824,297147
2899427823,297147
2899427821,297147
2899427820,297147
2899427819,297147
2899427818,297147
2899427815,297147
2899427806,297147
2899427805,297147
2899427804,297147
2899427802,297147
2899427793,297147
2899427787,297147
2899427566,297147
2899427456,297147
2899427112,297147
2899427063,297147
2899427055,297147
2899427054,297147
2899426912,297147
2899426906,297147
2899426905,297147
2899426897,297147
2899426890,297147
2899426877,297147
2899426875,297147
2899426871,297147
2899426869,297147
2899426862,297147
2899426861,297147
2899426756,297147
2899426739,297147
2899426737,297147
2899426734,297147
2899426733,297147
2899426731,297147
2899426729,297147
2899426728,297147
2899426727,297147
2899426721,297147
2899426711,297147
2899426692,297147
2899426685,297147
2899426506,297147
2899426504,297147
2899426499,297147
2899426497,297147
2899426491,297147
2899426481,297147
2899426461,297147
2899426456,297147
2899426445,297147
2899426426,297147
2899426415,297147
2899426262,297147
2899426251,297147
2899426250,297147
2899425912,297147
2899425909,297147
2899425905,297147
2899425902,297147
2899425849,297147
2899425847,297147
2899425772,297147
2899425771,297147
2899425769,297147
2899425766,297147
2899425765,297147
2899425764,297147
2899425763,297147
2899425762,297147
2899425759,297147
2899425753,297147
2899425752,297147
2899425685,297147
2899425665,297147
2899425588,297147
2899425586,297147
2899425549,297147
2899425539,297147
2899425477,297147
2899425473,297147
2899425456,297147
2899425454,297147
2899425453,297147
2899425445,297147
2899425438,297147
2899425419,297147
2899425392,297147
2899425054,297147
2899424391,297147
2899424387,297147
2899424334,297147
2899424325,297147
2899424324,297147
2899424320,297147
2899424316,297147
2899424289,297147
2899424283,297147
2899424274,297147
2899424256,297147
2899424251,297147
2899424133,297147
2899424128,297147
2899424126,297147
2899424122,297147
2899424121,297147
2899424118,297147
2899424116,297147
2899424110,297147
2899424109,297147
2899424102,297147
2899424101,297147
2899424100,297147
2899424099,297147
2899424098,297147
2899424085,297147
2899424068,297147
2899424036,297147
2899423688,297147
2899423601,297147
2899422736,297147
2899422714,297147
2899422712,297147
2899422711,297147
2899422685,297147
2899422541,297147
2899422288,297147
2899422276,297147
2899422021,297147
2899422018,297147
2899422013,297147
2899422005,297147
2899421888,297147
2899421887,297147
2899421882,297147
2899421757,297147
2899421743,297147
2899421588,297147
2899421578,297147
2899421480,297147
2899421475,297147
2899421470,297147
2899421469,297147
2899421467,297147
2899421456,297147
2899421322,297147
2899421316,297147
2899421078,297147
2899421023,297147
2899421020,297147
2899421019,297147
2899421018,297147
2899421017,297147
2899437333,297147
2899437331,297147
2899437330,297147
2899437328,297147
2899437325,297147
2899420867,297147
2899420855,297147
2899420850,297147
2899420821,297147
2899420815,297147
2899420812,297147
2899420802,297147
2899420797,297147
2899420790,297147
2899420773,297147
2899420714,297147
2899420694,297147
2899420677,297147
2899420675,297147
2899420638,297147
2899420577,297147
2899420569,297147
2899420317,297147
2899420283,297147
2899420258,297147
2899420257,297147
2899420254,297147
2899420253,297147
2899420247,297147
2899420236,297147
2899420215,297147
2899420214,297147
2899420184,297147
2899420174,297147
2899420172,297147
2899420159,297147
2899420156,297147
2899419624,297147
2899419619,297147
2899419088,297147
2899419087,297147
2899419082,297147
2899419081,297147
2899418693,297147
2899418687,297147
2899418493,297147
2899418485,297147
2899415334,297147
2899415333,297147
2899415330,297147
2899415099,297147
2899414974,297147
2899414969,297147
2899414959,297147
2899414949,297147
2899414927,297147
2899414913,297147
2899414901,297147
2899414888,297147
2899414732,297147
2899414725,297147
2899414572,297147
2899414571,297147
2899414570,297147
2899414567,297147
2899414564,297147
2899414558,297147
2899414557,297147
2899411322,297147
2899414418,297147
2899414432,297147
2899414428,297147
2899414427,297147
2899414422,297147
2899414419,297147
2899414417,297147
2899414416,297147
2899414413,297147
2899414410,297147
2899414409,297147
2899414404,297147
2899414403,297147
2899414398,297147
2899414397,297147
2899414395,297147
2899414390,297147
2899414389,297147
2899414073,297147
2899414061,297147
2899414069,297147
2899414065,297147
2899414063,297147
2899414062,297147
2899414059,297147
2899414058,297147
2899414057,297147
2899414054,297147
2899414052,297147
2899414051,297147
2899414050,297147
2899414044,297147
2899414042,297147
2899414041,297147
2899414037,297147
2899414036,297147
2899414035,297147
2899414034,297147
2899414030,297147
2899414026,297147
2899414016,297147
2899414012,297147
2899414011,297147
2899414006,297147
2899414004,297147
2899413996,297147
2899413992,297147
2899413759,297147
2899413757,297147
2899413756,297147
2899413754,297147
2899413753,297147
2899413749,297147
2899413748,297147
2899413743,297147
2899413730,297147
2899413727,297147
2899413720,297147
2899413717,297147
2899413708,297147
2899413600,297147
2899413417,297147
2899413326,297147
2899413321,297147
2899413215,297147
2899412542,297147
2899412541,297147
2899412539,297147
2899412536,297147
2899412534,297147
2899412530,297147
2899412523,297147
2899412522,297147
2899412503,297147
2899412501,297147
2899412496,297147
2899412494,297147
2899412493,297147
2899412487,297147
2899412480,297147
2899412477,297147
2899412473,297147
2899412462,297147
2899412460,297147
2899412458,297147
2899412454,297147
2899412212,297147
2899412204,297147
2899412203,297147
2899412198,297147
2899412193,297147
2899412191,297147
2899412190,297147
2899412184,297147
2899412183,297147
2899412182,297147
2899412181,297147
2899412179,297147
2899412177,297147
2899412173,297147
2899412172,297147
2899412170,297147
2899412168,297147
2899412165,297147
2899412164,297147
2899412161,297147
2899412157,297147
2899412155,297147
2899412135,297147
2899412133,297147
2899412114,297147
2899412094,297147
2899412091,297147
2899412078,297147
2899412065,297147
2899412055,297147
2899412040,297147
2899412035,297147
2899412032,297147
2899412027,297147
2899412008,297147
2899412007,297147
2899412005,297147
2899412003,297147
2899411997,297147
2899411993,297147
2899411953,297147
2899411934,297147
2899411927,297147
2899411923,297147
2899411918,297147
2899411914,297147
2899411912,297147
2899411908,297147
2899411904,297147
2899411875,297147
2899411874,297147
2899411844,297147
2899411829,297147
2899411817,297147
2899411809,297147
2899411808,297147
2899411800,297147
2899411789,297147
2899411768,297147
2899411553,297147
2899411516,297147
2899411458,297147
2899411456,297147
2899411451,297147
2899431280,297147
2899431276,297147
2899431271,297147
2899431268,297147
2899431267,297147
2899431261,297147
2899431253,297147
2899431252,297147
2899431247,297147
2899431245,297147
2899431241,297147
2899431240,297147
2899431235,297147
2899431231,297147
2899431229,297147
2899431226,297147
2899431225,297147
2899431224,297147
2899431219,297147
2899431218,297147
2899431217,297147
2899431215,297147
2899431211,297147
2899431210,297147
2899431209,297147
2899431208,297147
2899431207,297147
2899431206,297147
2899431203,297147
2899431201,297147
2899431199,297147
2899431197,297147
2899431195,297147
2899431194,297147
2899431193,297147
2899431192,297147
2899431191,297147
2899431189,297147
2899431187,297147
2899431186,297147
2899431185,297147
2899431184,297147
2899431183,297147
2899431182,297147
2899431181,297147
2899431180,297147
2899431178,297147
2899431177,297147
2899431176,297147
2899431175,297147
2899431173,297147
2899431161,297147
2899431160,297147
2899431159,297147
2899431158,297147
2899431156,297147
2899431155,297147
2899431154,297147
2899431153,297147
2899431152,297147
2899431151,297147
2899431150,297147
2899431149,297147
2899431148,297147
2899431147,297147
2899431146,297147
2899431145,297147
2899431144,297147
2899431143,297147
2899431142,297147
2899431141,297147
2899431140,297147
2899431139,297147
2899431138,297147
2899431137,297147
2899431133,297147
2899431129,297147
2899430925,297147
2899430921,297147
2899430894,297147
2899430878,297147
2899430877,297147
2899430870,297147
2899430865,297147
2899430864,297147
2899430862,297147
2899430082,297147
2899430081,297147
2899430076,297147
2899430075,297147
2899411442,297147
2899411435,297147
2899411425,297147
2899411424,297147
2899411421,297147
2899411420,297147
2899411403,297147
2899411376,297147
2899411368,297147
2899411336,297147
2899411321,297147
2899411317,297147
2899411316,297147
2899411313,297147
2899411310,297147
2899411307,297147
2899411306,297147
2899411305,297147
2899411304,297147
2899411303,297147
2899411302,297147
2899411301,297147
2899411300,297147
2899411298,297147
2899411295,297147
2899411294,297147
2899411293,297147
2899411292,297147
2899411291,297147
2899411290,297147
2899411289,297147
2899411288,297147
2899411287,297147
2899411286,297147
2899411285,297147
2899411284,297147
2899411283,297147
2899411282,297147
2899411281,297147
2899411280,297147
2899411279,297147
2899410606,297147
2899410605,297147
2899410604,297147
2899410602,297147
2899410601,297147
2899410599,297147
2899410598,297147
2899410597,297147
2899410596,297147
2899410594,297147
2899410591,297147
2899410590,297147
2899410589,297147
2899410588,297147
2899410587,297147
2899410585,297147
2899410583,297147
2899410582,297147
2899410581,297147
2899410580,297147
2899410579,297147
2899410578,297147
2899410577,297147
2899410576,297147
2899410574,297147
2899410573,297147
2899410572,297147
2899410571,297147
2899410570,297147
2899410569,297147
2899410568,297147
2899410565,297147
2899410564,297147
2899410562,297147
2899410547,297147
2899410542,297147
2899410540,297147
2899410539,297147
2899410536,297147
2899410535,297147
2899410534,297147
2899410533,297147
2899410530,297147
2899410529,297147
2899410528,297147
2899410527,297147
2899410526,297147
2899410525,297147
2899410523,297147
2899410522,297147
2899410521,297147
2899410520,297147
2899410519,297147
2899410518,297147
2899410517,297147
2899410514,297147
2899410513,297147
2899410512,297147
2899410509,297147
2899410508,297147
2899410507,297147
2899410504,297147
2899410501,297147
2899410500,297147
2899410499,297147
2899410498,297147
2899410497,297147
2899410496,297147
2899410495,297147
2899410494,297147
2899410493,297147
2899410492,297147
2899410491,297147
2899410489,297147
2899410488,297147
2899410484,297147
2899410483,297147
2899410481,297147
2899410480,297147
2899410479,297147
2899410478,297147
2899410477,297147
2899410476,297147
2899410474,297147
2899410473,297147
2899410469,297147
2899410468,297147
2899410467,297147
2899410466,297147
2899410465,297147
2899410464,297147
2899410463,297147
2899410462,297147
2899410461,297147
2899410460,297147
2899410459,297147
2899410456,297147
2899410455,297147
2899410454,297147
2899410453,297147
2899410452,297147
2899410451,297147
2899410450,297147
2899410449,297147
2899410448,297147
2899410446,297147
2899410442,297147
2899410440,297147
2899410439,297147
2899410435,297147
2899410433,297147
2899410429,297147
2899410426,297147
2899410422,297147
2899410420,297147
2899410419,297147
2899410417,297147
2899410411,297147
2899410409,297147
2899410404,297147
2899410402,297147
2899410401,297147
2899410400,297147
2899410396,297147
2899410395,297147
2899410394,297147
2899410393,297147
2899410392,297147
2899410391,297147
2899410390,297147
2899410388,297147
2899410387,297147
2899410384,297147
2899410383,297147
2899410380,297147
2899410379,297147
2899410375,297147
2899410374,297147
2899410373,297147
2899410371,297147
2899410370,297147
2899410368,297147
2899410366,297147
2899410365,297147
2899410361,297147
2899410360,297147
2899410358,297147
2899410356,297147
2899410355,297147
2899410354,297147
2899410352,297147
2899410351,297147
2899410349,297147
2899410348,297147
2899410347,297147
2899410346,297147
2899410344,297147
2899410342,297147
2899410341,297147
2899410339,297147
2899410338,297147
2899410336,297147
2899410335,297147
2899410334,297147
2899410332,297147
2899410329,297147
2899410328,297147
2899410327,297147
2899410326,297147
2899410325,297147
2899410316,297147
2899410315,297147
2899410307,297147
2899418474,297147
2899418465,297147
2899418459,297147
2899418458,297147
2899418456,297147
2899418449,297147
2899418194,297147
2899418190,297147
2899418185,297147
2899418164,297147
2899416987,297147
2899417875,297147
2899417873,297147
2899417630,297147
2899417624,297147
2899417620,297147
2899417618,297147
2899417615,297147
2899417609,297147
2899417606,297147
2899417603,297147
2899417601,297147
2899417589,297147
2899417588,297147
2899417586,297147
2899417585,297147
2899417582,297147
2899417579,297147
2899417565,297147
2899417563,297147
2899417556,297147
2899417555,297147
2899417554,297147
2899417553,297147
2899417538,297147
2899417533,297147
2899417345,297147
2899417332,297147
2899417331,297147
2899417327,297147
2899417320,297147
2899417318,297147
2899417305,297147
2899417298,297147
